Date,Ticker,Action,Shares,Price,Total
2020-04-20,Stock_10,SELL,4,125.6288956360544,467.674300032679
2020-04-20,FX_06,SELL,3,86.1479772059008,258.4439316177024
2020-04-21,Stock_10,SELL,10,119.56082977058809,1109.5156198204452
2020-04-21,Stock_14,SELL,167,261.18561442616027,43617.997609168764
2020-04-21,Stock_01,BUY,17,70.98825735217959,-1119.9017844075638
2020-04-21,Stock_06,BUY,16,99.0596091537984,-2189.3043557423434
2020-04-21,FX_01,BUY,46,138.13048870549648,-6354.0024804528375
2020-04-22,Stock_01,BUY,5,73.47729836021585,-338.58772654802436
2020-04-22,Stock_06,BUY,1,104.66273093433914,-145.68435400364217
2020-04-22,Stock_10,BUY,20,123.7542079856297,-2281.066771246086
2020-04-22,FX_01,BUY,10,139.19410730361912,-1391.9410730361913
2020-04-22,FX_06,BUY,3,85.26779484554355,-255.80338453663063
2020-04-23,Stock_01,SELL,16,78.06693770460032,1153.756162455336
2020-04-23,Stock_06,SELL,23,105.3935971660758,3381.1252248857386
2020-04-23,Stock_10,SELL,11,128.4162646228206,1304.787012970008
2020-04-23,FX_01,BUY,3,139.48232958459812,-418.44698875379436
2020-04-24,Stock_01,SELL,112,75.6786003174998,7891.301560668652
2020-04-24,Stock_06,SELL,14,103.9928003095194,2020.8421552427876
2020-04-24,Stock_10,SELL,71,125.33287633447804,8284.77811470268
2020-04-24,FX_06,SELL,2,85.46475065396412,170.92950130792823
2020-04-24,Stock_08,BUY,402,88.82315905718498,-49562.51684693501
2020-04-24,FX_01,BUY,14,138.8037131436054,-1943.2519840104756
2020-04-27,Stock_01,SELL,15,79.96610550602676,1115.5334250669166
2020-04-27,Stock_06,SELL,5,107.06843193383573,740.6762701206327
2020-04-27,Stock_08,SELL,10,90.29302544506788,1249.2552678064492
2020-04-27,Stock_10,BUY,1,127.28158182938296,-118.37253465291867
2020-04-27,FX_01,BUY,8,138.35567715764117,-1106.8454172611293
2020-04-28,Stock_06,SELL,17,108.68235571181052,2549.214777237844
2020-04-28,Stock_08,SELL,15,90.9929695027832,1883.2048324952896
2020-04-28,Stock_10,SELL,6,135.71768927538022,759.3195739507127
2020-04-28,FX_06,SELL,2,85.67180906320615,171.3436181264123
2020-04-28,Stock_01,BUY,5,85.17440050288143,-397.11471318799033
2020-04-28,FX_01,BUY,10,137.9743836463972,-1379.743836463972
2020-04-30,Stock_01,SELL,176,82.51270364143362,13701.750802327795
2020-04-30,Stock_06,SELL,72,107.03800515893025,10458.423154794347
2020-04-30,Stock_08,SELL,85,95.05268738749533,10964.252596274766
2020-04-30,Stock_10,SELL,190,144.22777984829466,25855.03312176284
2020-04-30,Stock_11,BUY,119,280.66883078270615,-33399.59086314203
2020-04-30,Stock_14,BUY,54,279.90509160175554,-15114.8749464948
2020-04-30,FX_01,BUY,104,135.7049553887381,-14113.315360428764
2020-04-30,FX_06,BUY,1,86.55810537017955,-86.55810537017955
2020-04-30,Idx_04,BUY,2,137.6645435348156,-275.3290870696312
2020-05-07,Stock_01,SELL,14,81.99475160989917,1090.03750219137
2020-05-07,Stock_02,SELL,40,105.32925406241952,3629.424196681655
2020-05-07,Stock_06,SELL,23,106.27667932944571,3319.9405179232526
2020-05-07,Stock_08,SELL,10,93.44280395476058,1269.1423969763157
2020-05-07,Stock_11,SELL,38,260.7558029779308,9908.72051316137
2020-05-07,Stock_12,SELL,18,243.76846361643928,3779.886467921805
2020-05-07,Stock_14,SELL,37,265.5814572085629,9826.513916716827
2020-05-07,FX_01,SELL,20,135.82023904063908,2716.4047808127816
2020-05-07,Stock_04,BUY,16,278.3840169082971,-6049.629395452516
2020-05-07,Stock_10,BUY,1,138.33236442401048,-131.3563734510768
2020-05-07,FX_05,BUY,331,105.31073657840582,-34857.853807452324
2020-05-08,Stock_01,SELL,236,82.9155569469271,18594.935322497062
2020-05-08,Stock_06,SELL,138,110.90534015337296,20697.904646367966
2020-05-08,Stock_08,SELL,141,96.3825568971755,18378.598629046915
2020-05-08,Stock_10,SELL,161,138.70237553189477,21220.539557065444
2020-05-08,Stock_11,SELL,81,263.340979447886,21330.619335278767
2020-05-08,FX_05,SELL,401,105.23333961694604,42198.56918639536
2020-05-08,Idx_04,SELL,50,134.90173906584562,6745.086953292281
2020-05-08,Stock_14,BUY,9,278.08843668121017,-2502.7959301308915
2020-05-08,Idx_03,BUY,162,143.59793278329445,-23262.8651108937
2020-05-08,FX_01,BUY,211,135.23678487493217,-28534.961608610687
2020-05-08,FX_06,BUY,102,86.65326186972422,-8838.63271071187
2020-05-11,Stock_01,SELL,14,80.85813616154445,1078.291950524919
2020-05-11,Stock_06,SELL,2,106.002625006821,285.9626738506887
2020-05-11,Stock_08,SELL,6,95.05268738749533,769.2692697074077
2020-05-11,Stock_10,SELL,4,136.43302730380103,519.8333141092531
2020-05-11,Stock_11,SELL,7,259.7077469299661,1817.9542285097627
2020-05-11,Idx_03,SELL,4,143.47162234273418,573.8864893709367
2020-05-11,FX_01,SELL,3,134.88471338907303,404.6541401672191
2020-05-11,FX_05,SELL,16,104.98213454255604,1679.7141526808966
2020-05-11,Idx_04,BUY,16,137.69148232184511,-2203.063717149522
2020-05-12,Stock_01,SELL,29,80.05242178620738,2197.4304617089883
2020-05-12,Stock_08,SELL,1,95.47264777212978,129.95463870962445
2020-05-12,Stock_10,SELL,3,138.0117130114309,391.90415584982355
2020-05-12,Stock_11,SELL,4,263.340979447886,1053.363917791544
2020-05-12,Stock_14,SELL,3,275.2236784010778,825.6710352032334
2020-05-12,FX_05,SELL,25,105.6470396789948,2641.17599197487
2020-05-12,Idx_04,SELL,4,137.0173970221611,548.0695880886444
2020-05-12,Stock_06,BUY,7,105.05859903082352,-1001.0193305922792
2020-05-12,Idx_03,BUY,4,141.6526344147937,-566.6105376591748
2020-05-13,Stock_10,SELL,19,131.40097691750742,2377.9482351306037
2020-05-13,Stock_11,SELL,7,250.62461925197456,1754.372334763822
2020-05-13,FX_01,SELL,14,134.80474078044773,1887.2663709262683
2020-05-13,FX_05,SELL,17,104.99045036173882,1784.83765614956
2020-05-13,Idx_04,SELL,3,135.87843509943448,407.6353052983035
2020-05-13,Stock_01,BUY,10,76.25410947640484,-726.2956698792651
2020-05-13,Stock_06,BUY,18,101.373939565762,-2459.8237761099576
2020-05-13,Stock_08,BUY,4,93.79277598361824,-505.7484341420104
2020-05-13,Stock_14,BUY,6,266.0705354746274,-1596.4232128477643
2020-05-13,Idx_03,BUY,42,140.56630929238833,-5903.78499028031
2020-05-14,Stock_06,SELL,29,102.71382543253324,4029.108313211129
2020-05-14,Idx_02,SELL,292,114.50494774705804,33435.44474214095
2020-05-14,FX_01,SELL,20,135.26394215774934,2705.278843154987
2020-05-14,Stock_01,BUY,96,75.47717754692812,-6892.665636793018
2020-05-14,Stock_08,BUY,67,94.14273792915137,-8531.858964739995
2020-05-14,Stock_10,BUY,87,128.51493193708552,-10635.873665327865
2020-05-14,Stock_11,BUY,38,246.50226670019865,-9367.086134607549
2020-05-14,Stock_14,BUY,15,258.66417914499885,-3879.962687174983
2020-05-14,Idx_03,BUY,301,139.2273402332011,-41907.42941019353
2020-05-14,FX_05,BUY,185,105.12346639632428,-19447.84128331999
2020-05-14,Idx_04,BUY,15,133.4141074808317,-2001.2116122124753
2020-05-15,Stock_11,SELL,1,248.8079751630995,248.8079751630995
2020-05-15,FX_01,SELL,76,135.0405422724149,10263.081212703533
2020-05-15,Idx_04,SELL,7,135.5801655366918,949.0611587568426
2020-05-15,Stock_01,BUY,20,76.3692082024458,-1457.5993859249509
2020-05-15,Stock_06,BUY,57,100.58219516708262,-7742.124281638243
2020-05-15,Stock_08,BUY,43,96.2856158148476,-5591.058562248284
2020-05-15,Stock_14,BUY,16,267.6775592560908,-4282.840948097452
2020-05-15,Idx_02,BUY,1,112.93765649578752,-112.93765649578752
2020-05-15,Idx_03,BUY,138,139.35366220159202,-19230.805383819697
2020-05-15,FX_05,BUY,13,104.78765144921366,-1362.2394688397776
2020-05-18,Stock_14,SELL,1,288.4293672788715,288.4293672788715
2020-05-18,Idx_02,SELL,4,117.35736074456642,469.4294429782657
2020-05-18,FX_01,SELL,119,136.00502692483488,16184.59820405535
2020-05-18,Stock_01,BUY,54,82.34004002367195,-4207.520497543147
2020-05-18,Stock_06,BUY,78,108.68235571181052,-11529.450437574631
2020-05-18,Stock_10,BUY,23,136.43302730380103,-2969.400371881586
2020-05-19,Stock_06,SELL,17,107.64701658825426,2447.8979055837444
2020-05-19,FX_01,SELL,6,133.7649653560527,802.5897921363162
2020-05-19,Stock_01,BUY,12,81.57750319930047,-933.7658713758026
2020-05-19,Stock_10,BUY,17,136.3097191991422,-2210.355284305862
2020-05-19,Stock_14,BUY,3,290.1063378877929,-870.3190136633787
2020-05-19,Idx_02,BUY,11,116.41704607780837,-1280.5875068558921
2020-05-20,Stock_01,SELL,20,82.929928758982,1583.315222524947
2020-05-20,Stock_10,SELL,14,138.72706839863332,1854.0239660294912
2020-05-20,Stock_14,SELL,9,295.13704037126513,2656.2333633413864
2020-05-20,Idx_02,SELL,2,117.95292978139456,235.90585956278912
2020-05-20,Stock_06,BUY,3,111.11851630905495,-445.04870984461763
2020-05-20,Stock_11,BUY,10,259.9871963837437,-2599.871963837437
2020-05-20,FX_01,BUY,2,133.50571522715427,-267.01143045430854
2020-05-22,Stock_06,SELL,22,109.68727626617192,3200.9546987091767
2020-05-22,Stock_11,SELL,2,260.47629786432304,520.9525957286461
2020-05-22,Stock_01,BUY,70,81.64943990307606,-5478.716470833545
2020-05-22,Stock_14,BUY,6,289.26783949937646,-1735.6070369962588
2020-05-22,Idx_02,BUY,3,114.19147311025736,-342.5744193307721
2020-05-26,Stock_11,SELL,2,275.2888072627173,550.5776145254346
2020-05-26,Idx_02,SELL,9,116.69909951146924,1050.291895603223
2020-05-26,Stock_01,BUY,19,89.20291026476589,-1623.1328068122002
2020-05-26,Stock_06,BUY,1,111.20987048516672,-148.33150882114091
2020-05-27,Stock_01,SELL,84,97.0729176517686,7799.589949683687
2020-05-27,Stock_06,SELL,1,113.46328170163464,150.4339914144794
2020-05-27,Stock_10,SELL,8,151.35654538028143,1158.205426761946
2020-05-27,Stock_11,SELL,15,283.5335123662691,4253.002685494037
2020-05-27,Stock_14,SELL,6,291.22425723528033,1747.345543411682
2020-05-27,Stock_08,BUY,41,108.99986125345409,-5925.164879675417
2020-05-27,Idx_02,BUY,6,117.075266344539,-702.451598067234
2020-05-27,Idx_03,BUY,2,149.78750173349752,-299.57500346699504
2020-05-27,FX_01,BUY,15,132.58385369996938,-1988.7578054995406
2020-05-28,Stock_01,SELL,26,96.95781116137752,2409.368371469035
2020-05-28,Stock_06,SELL,27,114.01146419827953,4071.5990427764077
2020-05-28,Stock_08,SELL,21,106.92843380559596,2970.059957985157
2020-05-28,Stock_14,SELL,4,288.1498939839775,1152.59957593591
2020-05-28,Idx_03,SELL,38,151.2022547514548,5745.6856805552825
2020-05-28,Stock_10,BUY,7,153.2312417100969,-1025.161800598966
2020-05-28,Idx_02,BUY,1,116.26026779304146,-116.26026779304146
2020-05-28,FX_01,BUY,30,132.26736943314336,-3968.0210829943007
2020-05-28,FX_05,BUY,78,104.62920988120948,-8161.078370734339
2020-05-28,Idx_04,BUY,54,145.67382658229718,-7866.386635444048
2020-05-29,Idx_02,SELL,2,118.2664180736508,236.5328361473016
2020-05-29,FX_01,SELL,171,131.21932188725097,22438.504042719916
2020-05-29,Stock_01,BUY,38,92.81420267345209,-3378.726012425312
2020-05-29,Stock_06,BUY,121,114.43775906966935,-18169.898623536523
2020-05-29,Stock_10,BUY,3,149.99986980913846,-431.08913522612795
2020-05-29,Stock_11,BUY,1,285.48988118203295,-285.48988118203295
2020-05-29,Idx_04,BUY,11,144.47946665602603,-1589.2741332162864
2020-06-02,Stock_01,SELL,10,99.21666248168196,960.9588293083078
2020-06-02,Stock_10,SELL,5,158.31264311230456,766.6652373939294
2020-06-02,Stock_11,SELL,3,300.5818585874815,901.7455757624446
2020-06-02,Idx_04,SELL,12,148.8669341351862,1786.4032096222345
2020-06-02,Stock_06,BUY,9,119.61455315597784,-1391.3193590517965
2020-06-02,Stock_14,BUY,10,293.4601744339897,-2934.6017443398973
2020-06-02,Idx_02,BUY,5,123.87721260199174,-619.3860630099587
2020-06-03,Stock_06,SELL,32,124.36501954805408,5116.388860259614
2020-06-03,Idx_03,SELL,607,159.1855195691266,96625.61037845984
2020-06-03,Stock_08,BUY,52,113.0712858779813,-7559.115803410628
2020-06-03,Stock_10,BUY,12,165.07138885701625,-1917.7275567987197
2020-06-03,Stock_11,BUY,4,303.44654017104455,-1213.7861606841782
2020-06-03,Stock_14,BUY,11,308.5523342202293,-3394.075676422522
2020-06-03,Idx_02,BUY,282,126.76098535309012,-35746.597869571415
2020-06-03,FX_01,BUY,17,128.56280042744115,-2185.5676072664996
2020-06-03,FX_05,BUY,48,103.29187059244522,-4958.009788437371
2020-06-03,Idx_04,BUY,3,150.76741053620194,-452.3022316086058
2020-06-04,Stock_01,SELL,3,103.64803331341,300.9528120443672
2020-06-04,Stock_06,SELL,19,124.09095701971872,3019.430804163066
2020-06-04,Stock_08,SELL,18,113.14273631581943,2608.1377754858713
2020-06-04,Stock_10,BUY,9,165.3180571426786,-1440.0543624891955
2020-06-04,Stock_11,BUY,3,300.44211530731604,-901.3263459219481
2020-06-04,Stock_14,BUY,1,301.2857668738707,-301.2857668738707
2020-06-04,FX_01,BUY,9,128.06526322475835,-1152.5873690228252
2020-06-04,FX_05,BUY,21,103.31988520990788,-2169.7175894080656
2020-06-04,Idx_04,BUY,17,149.66645561020167,-2544.3297453734285
2020-06-05,Idx_03,SELL,206,161.23189395686907,33213.77015511503
2020-06-05,FX_01,SELL,11,126.79105403595692,1394.7015943955262
2020-06-05,Stock_06,BUY,5,131.18622983292764,-831.6620177760096
2020-06-05,Stock_08,BUY,6,119.35698840942013,-908.0039020192722
2020-06-05,Stock_10,BUY,1,168.3520770563256,-163.10072240782983
2020-06-05,Stock_11,BUY,1,304.9836605930351,-304.9836605930351
2020-06-05,Stock_14,BUY,2,304.77931389960304,-609.5586277992061
2020-06-05,Idx_02,BUY,267,128.2655707526361,-34246.90739095384
2020-06-05,FX_05,BUY,2,103.2197004225186,-206.4394008450372
2020-06-05,Idx_04,BUY,3,152.6105510747468,-457.8316532242404
2020-06-08,Stock_10,SELL,4,171.58346631606557,669.2328480401867
2020-06-08,Stock_14,SELL,9,307.01520493040084,2763.1368443736073
2020-06-08,Idx_02,SELL,267,129.0492300337269,34456.14441900508
2020-06-08,FX_01,SELL,82,126.17919322091096,10346.6938441147
2020-06-08,Stock_01,BUY,8,113.51790435842476,-885.5155111204205
2020-06-08,Stock_06,BUY,21,134.56638358332717,-3565.6903201919704
2020-06-08,Stock_08,BUY,25,121.49984612846724,-3832.6881402387044
2020-06-08,Stock_11,BUY,3,304.1451823587652,-912.4355470762957
2020-06-08,Idx_03,BUY,206,163.32874871507917,-33645.72223530631
2020-06-08,FX_05,BUY,13,102.5553164752978,-1333.2191141788715
2020-06-08,Idx_04,BUY,13,156.93275158004892,-2040.1257705406358
2020-06-09,Stock_01,SELL,27,109.80590832880284,2882.83223358301
2020-06-09,Stock_06,SELL,288,130.42492862057492,47586.99307392294
2020-06-09,Stock_08,SELL,286,117.9998535901274,42754.58246958757
2020-06-09,Stock_10,SELL,33,168.77144785951467,5415.55302384688
2020-06-09,Stock_11,SELL,13,300.0927756601789,3901.206083582326
2020-06-09,Stock_14,SELL,16,299.04982350724987,4784.797176115998
2020-06-09,Idx_03,SELL,206,161.20662495205863,33208.56474012408
2020-06-09,FX_05,SELL,80,102.84190284610636,8227.352227688509
2020-06-09,Idx_04,SELL,38,155.19636161633264,5897.4617414206405
2020-06-09,Idx_01,BUY,1459,122.04515054713634,-178063.8746482719
2020-06-10,Stock_01,SELL,104,107.4751203047228,10815.633546435778
2020-06-10,Idx_01,SELL,367,122.04515054713634,44790.570250799035
2020-06-10,FX_05,SELL,91,103.34496323032889,9404.391653959929
2020-06-10,Stock_10,BUY,15,168.03144300252762,-2438.891617214515
2020-06-10,Stock_11,BUY,6,294.0838702728918,-1764.5032216373506
2020-06-10,Stock_14,BUY,10,295.41651366615906,-2954.1651366615906
2020-06-10,Idx_03,BUY,206,160.85293957952695,-33135.70555338255
2020-06-10,Idx_04,BUY,20,155.8167368606376,-3116.334737212752
2020-06-11,Stock_10,SELL,7,158.16464214090712,1069.568115551895
2020-06-11,Stock_11,SELL,2,275.35866034952335,550.7173206990467
2020-06-11,Stock_14,SELL,2,283.5384014428463,567.0768028856926
2020-06-11,FX_05,SELL,12,103.5139771733997,1242.1677260807965
2020-06-11,Idx_04,SELL,23,149.78292799138535,3445.007343801863
2020-06-12,Stock_10,SELL,30,158.90462963911267,4569.410299235388
2020-06-12,Stock_11,SELL,10,273.47214462056553,2734.7214462056554
2020-06-12,Stock_14,SELL,57,292.6216760455732,16679.435534597673
2020-06-12,Idx_01,SELL,1092,159.76095577163355,174458.96370262382
2020-06-12,FX_05,SELL,49,104.32722336120874,5112.033944699228
2020-06-12,Idx_04,SELL,10,146.07464367097407,1460.7464367097407
2020-06-12,FX_01,BUY,576,128.7166960804808,-74140.81694235693
2020-06-15,Idx_02,SELL,267,123.8393323683933,33065.10174236101
2020-06-15,Idx_03,BUY,210,155.50090211038844,-32655.18944318157
2020-06-16,Idx_03,SELL,210,157.422556898202,33058.73694862242
2020-06-16,FX_01,SELL,2,127.75332928231715,255.5066585646343
2020-06-16,Stock_10,BUY,159,160.1133042388582,-24478.4109494532
2020-06-16,Stock_11,BUY,75,279.83035254843634,-20987.276441132726
2020-06-16,Stock_14,BUY,142,294.9973037238181,-41889.61712878217
2020-06-16,Idx_02,BUY,267,124.62753891617058,-33275.552890617546
2020-06-16,FX_05,BUY,239,104.00191183385267,-24856.45692829079
2020-06-16,Idx_04,BUY,152,150.53180851490305,-22880.834894265263
2020-06-17,Stock_10,SELL,1,158.43597725513573,151.70815298035396
2020-06-17,Stock_11,SELL,1,279.83035254843634,279.83035254843634
2020-06-17,Stock_14,SELL,6,292.2024399353208,1753.2146396119247
2020-06-17,FX_01,SELL,3,129.10530167368427,387.3159050210528
2020-06-17,Idx_04,SELL,11,149.72358494107408,1646.959434351815
2020-06-17,FX_05,BUY,4,104.4347150384548,-417.7388601538192
2020-06-18,FX_01,SELL,503,128.61176244387138,64691.71650926731
2020-06-18,Stock_08,BUY,611,105.57126873632956,-82959.78937660718
2020-06-18,Stock_10,BUY,33,155.91994338259815,-4955.801424746412
2020-06-18,Stock_11,BUY,9,276.1971200305165,-2485.7740802746484
2020-06-18,Stock_14,BUY,21,287.31147409929554,-6033.540956085206
2020-06-18,FX_05,BUY,46,103.82494556647872,-4775.947496058021
2020-06-18,Idx_04,BUY,16,148.68590360881342,-2378.9744577410147
2020-06-22,Stock_08,SELL,6,105.0712971713048,822.7231955996782
2020-06-22,Stock_10,SELL,6,153.77389457977253,880.8988681832135
2020-06-22,Stock_11,SELL,5,277.03556115823284,1385.1778057911642
2020-06-22,Stock_14,SELL,3,288.56913009423,865.70739028269
2020-06-22,FX_05,SELL,11,104.73885264281432,1152.1273790709574
2020-06-22,Idx_04,SELL,10,147.49835742814102,1474.9835742814103
2020-06-22,FX_01,BUY,9,130.5023696208771,-1174.5213265878938
2020-06-23,Stock_08,SELL,2,106.14272098916612,273.4204021651347
